Text_Display,Cleansed_Text,Case_Folding,Tokenized_Text,Stopwords,Hasil_Kalimat
"KOKOH  BOTAK  DEDI  CORBUZIER  JANGAN  MEM PROVOKASI  YAH,    NGAK  ADA  YG  SALAH  DGN  BINCANG2 ELIA MYRON,   JANGAN  KEPO  DAN  SOK  TAU.    BIARKAN  DIA   MENYAMPAIKAN  APA  YG  DIA  KETAHUI,   NGAK  ADA  URUSANNYA  DGN  LU  DEDI.  LU  URUS  AJA  DIRI  LU  DAN  IMAN  LU,    JANGAN  KEPO  KEPO  GITU,  LU  TAU  APA  DALAM HAL  INI.",KOKOH  BOTAK  DEDI  CORBUZIER  JANGAN  MEM PROVOKASI  YAH    NGAK  ADA  YG  SALAH  DGN  BINCANG ELIA MYRON   JANGAN  KEPO  DAN  SOK  TAU    BIARKAN  DIA   MENYAMPAIKAN  APA  YG  DIA  KETAHUI   NGAK  ADA  URUSANNYA  DGN  LU  DEDI  LU  URUS  AJA  DIRI  LU  DAN  IMAN  LU    JANGAN  KEPO  KEPO  GITU  LU  TAU  APA  DALAM HAL  INI,kokoh  botak  dedi  corbuzier  jangan  mem provokasi  yah    ngak  ada  yg  salah  dgn  bincang elia myron   jangan  kepo  dan  sok  tau    biarkan  dia   menyampaikan  apa  yg  dia  ketahui   ngak  ada  urusannya  dgn  lu  dedi  lu  urus  aja  diri  lu  dan  iman  lu    jangan  kepo  kepo  gitu  lu  tau  apa  dalam hal  ini,"['kokoh', 'botak', 'dedi', 'corbuzier', 'jangan', 'mem', 'provokasi', 'yah', 'ngak', 'ada', 'yg', 'salah', 'dgn', 'bincang', 'elia', 'myron', 'jangan', 'kepo', 'dan', 'sok', 'tau', 'biarkan', 'dia', 'menyampaikan', 'apa', 'yg', 'dia', 'ketahui', 'ngak', 'ada', 'urusannya', 'dgn', 'lu', 'dedi', 'lu', 'urus', 'aja', 'diri', 'lu', 'dan', 'iman', 'lu', 'jangan', 'kepo', 'kepo', 'gitu', 'lu', 'tau', 'apa', 'dalam', 'hal', 'ini']","['kokoh', 'botak', 'dedi', 'corbuzier', 'mem', 'provokasi', 'yah', 'ngak', 'yg', 'salah', 'dgn', 'bincang', 'elia', 'myron', 'kepo', 'sok', 'tau', 'biarkan', 'yg', 'ketahui', 'ngak', 'urusannya', 'dgn', 'lu', 'dedi', 'lu', 'urus', 'aja', 'lu', 'iman', 'lu', 'kepo', 'kepo', 'gitu', 'lu', 'tau']",kokoh botak dedi corbuzier mem provokasi yah ngak yg salah dgn bincang elia myron kepo sok tau biarkan yg ketahui ngak urusannya dgn lu dedi lu urus aja lu iman lu kepo kepo gitu lu tau
Cerdas ente Ded,Cerdas ente Ded,cerdas ente ded,"['cerdas', 'ente', 'ded']","['cerdas', 'ente', 'ded']",cerdas ente ded
"Indah g dan elia itu ga ngerti tinggal di mana dua orang itu  ya...ga paham Pembukaan UUD 1945, baru pembukaanya lho..lihat tu d dengarkn tu orang papua",Indah g dan elia itu ga ngerti tinggal di mana dua orang itu  yaga paham Pembukaan UUD  baru pembukaanya lholihat tu d dengarkn tu orang papua,indah g dan elia itu ga ngerti tinggal di mana dua orang itu  yaga paham pembukaan uud  baru pembukaanya lholihat tu d dengarkn tu orang papua,"['indah', 'g', 'dan', 'elia', 'itu', 'ga', 'ngerti', 'tinggal', 'di', 'mana', 'dua', 'orang', 'itu', 'yaga', 'paham', 'pembukaan', 'uud', 'baru', 'pembukaanya', 'lholihat', 'tu', 'd', 'dengarkn', 'tu', 'orang', 'papua']","['indah', 'g', 'elia', 'ga', 'ngerti', 'tinggal', 'orang', 'yaga', 'paham', 'pembukaan', 'uud', 'pembukaanya', 'lholihat', 'tu', 'd', 'dengarkn', 'tu', 'orang', 'papua']",indah g elia ga ngerti tinggal orang yaga paham pembukaan uud pembukaanya lholihat tu d dengarkn tu orang papua
Kaya yng namanya indah seharusnya ucapanya jarus lbih indah** cuman kalaow ga mau bantu palistin gpp cuman jaga bacotnya ga usah propfokatip**,Kaya yng namanya indah seharusnya ucapanya jarus lbih indah cuman kalaow ga mau bantu palistin gpp cuman jaga bacotnya ga usah propfokatip,kaya yng namanya indah seharusnya ucapanya jarus lbih indah cuman kalaow ga mau bantu palistin gpp cuman jaga bacotnya ga usah propfokatip,"['kaya', 'yng', 'namanya', 'indah', 'seharusnya', 'ucapanya', 'jarus', 'lbih', 'indah', 'cuman', 'kalaow', 'ga', 'mau', 'bantu', 'palistin', 'gpp', 'cuman', 'jaga', 'bacotnya', 'ga', 'usah', 'propfokatip']","['kaya', 'yng', 'namanya', 'indah', 'ucapanya', 'jarus', 'lbih', 'indah', 'cuman', 'kalaow', 'ga', 'bantu', 'palistin', 'gpp', 'cuman', 'jaga', 'bacotnya', 'ga', 'propfokatip']",kaya yng namanya indah ucapanya jarus lbih indah cuman kalaow ga bantu palistin gpp cuman jaga bacotnya ga propfokatip
"Salut sy bang Ded hal seperti ini bisa diungkapkan Semoga semua orang tahu keyakinan tidak bisa untuk diperdebatkan dan untuk main main ,hanya orang yang kurang wawasan dan sok tahu yg melakukan  hal seperti ini",Salut sy bang Ded hal seperti ini bisa diungkapkan Semoga semua orang tahu keyakinan tidak bisa untuk diperdebatkan dan untuk main main hanya orang yang kurang wawasan dan sok tahu yg melakukan  hal seperti ini,salut sy bang ded hal seperti ini bisa diungkapkan semoga semua orang tahu keyakinan tidak bisa untuk diperdebatkan dan untuk main main hanya orang yang kurang wawasan dan sok tahu yg melakukan  hal seperti ini,"['salut', 'sy', 'bang', 'ded', 'hal', 'seperti', 'ini', 'bisa', 'diungkapkan', 'semoga', 'semua', 'orang', 'tahu', 'keyakinan', 'tidak', 'bisa', 'untuk', 'diperdebatkan', 'dan', 'untuk', 'main', 'main', 'hanya', 'orang', 'yang', 'kurang', 'wawasan', 'dan', 'sok', 'tahu', 'yg', 'melakukan', 'hal', 'seperti', 'ini']","['salut', 'sy', 'bang', 'ded', 'semoga', 'orang', 'keyakinan', 'diperdebatkan', 'main', 'main', 'orang', 'wawasan', 'sok', 'yg']",salut sy bang ded semoga orang keyakinan diperdebatkan main main orang wawasan sok yg
Suruh baca uud 1945,Suruh baca uud ,suruh baca uud ,"['suruh', 'baca', 'uud']","['suruh', 'baca', 'uud']",suruh baca uud
"Orang ibadsh aja diubarkan, bahkan gereja dibakar mana loh ded pembelaanloh. Itumah cuma presiden jokowi tapi kadroon2 mana peduli.",Orang ibadsh aja diubarkan bahkan gereja dibakar mana loh ded pembelaanloh Itumah cuma presiden jokowi tapi kadroon mana peduli,orang ibadsh aja diubarkan bahkan gereja dibakar mana loh ded pembelaanloh itumah cuma presiden jokowi tapi kadroon mana peduli,"['orang', 'ibadsh', 'aja', 'diubarkan', 'bahkan', 'gereja', 'dibakar', 'mana', 'loh', 'ded', 'pembelaanloh', 'itumah', 'cuma', 'presiden', 'jokowi', 'tapi', 'kadroon', 'mana', 'peduli']","['orang', 'ibadsh', 'aja', 'diubarkan', 'gereja', 'dibakar', 'loh', 'ded', 'pembelaanloh', 'itumah', 'presiden', 'jokowi', 'kadroon', 'peduli']",orang ibadsh aja diubarkan gereja dibakar loh ded pembelaanloh itumah presiden jokowi kadroon peduli
Jaman belanda pejuang khususnya para ulama disebut pemberontak nah hamas berkuang demi kemwrdekaan negaranya sama dg pahlawan dylu hamas debest,Jaman belanda pejuang khususnya para ulama disebut pemberontak nah hamas berkuang demi kemwrdekaan negaranya sama dg pahlawan dylu hamas debest,jaman belanda pejuang khususnya para ulama disebut pemberontak nah hamas berkuang demi kemwrdekaan negaranya sama dg pahlawan dylu hamas debest,"['jaman', 'belanda', 'pejuang', 'khususnya', 'para', 'ulama', 'disebut', 'pemberontak', 'nah', 'hamas', 'berkuang', 'demi', 'kemwrdekaan', 'negaranya', 'sama', 'dg', 'pahlawan', 'dylu', 'hamas', 'debest']","['jaman', 'belanda', 'pejuang', 'ulama', 'pemberontak', 'hamas', 'berkuang', 'kemwrdekaan', 'negaranya', 'dg', 'pahlawan', 'dylu', 'hamas', 'debest']",jaman belanda pejuang ulama pemberontak hamas berkuang kemwrdekaan negaranya dg pahlawan dylu hamas debest
❤❤❤  Barokawlaah Om Ded,  Barokawlaah Om Ded,  barokawlaah om ded,"['barokawlaah', 'om', 'ded']","['barokawlaah', 'om', 'ded']",barokawlaah om ded
"Saya tidak membela Palestin      karena agama  tapi saya sesama manusia yana mengingin kan kemerdekaan  dan saya tau dan banyak mendengar dari cerita orang2 yang pernah mengalami berapa sakit dan kejam nya penjajahan itu, dimana bukan hanya makanan  minuman tapi rumah  harta dan bahkan agama juga mereka paksa kan agar  ikut agama meraka penjajah",Saya tidak membela Palestin      karena agama  tapi saya sesama manusia yana mengingin kan kemerdekaan  dan saya tau dan banyak mendengar dari cerita orang yang pernah mengalami berapa sakit dan kejam nya penjajahan itu dimana bukan hanya makanan  minuman tapi rumah  harta dan bahkan agama juga mereka paksa kan agar  ikut agama meraka penjajah,saya tidak membela palestin      karena agama  tapi saya sesama manusia yana mengingin kan kemerdekaan  dan saya tau dan banyak mendengar dari cerita orang yang pernah mengalami berapa sakit dan kejam nya penjajahan itu dimana bukan hanya makanan  minuman tapi rumah  harta dan bahkan agama juga mereka paksa kan agar  ikut agama meraka penjajah,"['saya', 'tidak', 'membela', 'palestin', 'karena', 'agama', 'tapi', 'saya', 'sesama', 'manusia', 'yana', 'mengingin', 'kan', 'kemerdekaan', 'dan', 'saya', 'tau', 'dan', 'banyak', 'mendengar', 'dari', 'cerita', 'orang', 'yang', 'pernah', 'mengalami', 'berapa', 'sakit', 'dan', 'kejam', 'nya', 'penjajahan', 'itu', 'dimana', 'bukan', 'hanya', 'makanan', 'minuman', 'tapi', 'rumah', 'harta', 'dan', 'bahkan', 'agama', 'juga', 'mereka', 'paksa', 'kan', 'agar', 'ikut', 'agama', 'meraka', 'penjajah']","['membela', 'palestin', 'agama', 'manusia', 'yana', 'mengingin', 'kemerdekaan', 'tau', 'mendengar', 'cerita', 'orang', 'mengalami', 'sakit', 'kejam', 'nya', 'penjajahan', 'dimana', 'makanan', 'minuman', 'rumah', 'harta', 'agama', 'paksa', 'agama', 'meraka', 'penjajah']",membela palestin agama manusia yana mengingin kemerdekaan tau mendengar cerita orang mengalami sakit kejam nya penjajahan dimana makanan minuman rumah harta agama paksa agama meraka penjajah
"Banyak tu sebelum ini yang masuk kamar Kristen tapi lu diam aja om Dedy,,,,apa lu gak berani ya ,,,,apa kabar tu Donny Tan,,UAS dll,,,selalu masuk kamar orang lain,,,",Banyak tu sebelum ini yang masuk kamar Kristen tapi lu diam aja om Dedyapa lu gak berani ya apa kabar tu Donny TanUAS dllselalu masuk kamar orang lain,banyak tu sebelum ini yang masuk kamar kristen tapi lu diam aja om dedyapa lu gak berani ya apa kabar tu donny tanuas dllselalu masuk kamar orang lain,"['banyak', 'tu', 'sebelum', 'ini', 'yang', 'masuk', 'kamar', 'kristen', 'tapi', 'lu', 'diam', 'aja', 'om', 'dedyapa', 'lu', 'gak', 'berani', 'ya', 'apa', 'kabar', 'tu', 'donny', 'tanuas', 'dllselalu', 'masuk', 'kamar', 'orang', 'lain']","['tu', 'masuk', 'kamar', 'kristen', 'lu', 'diam', 'aja', 'om', 'dedyapa', 'lu', 'gak', 'berani', 'ya', 'kabar', 'tu', 'donny', 'tanuas', 'dllselalu', 'masuk', 'kamar', 'orang']",tu masuk kamar kristen lu diam aja om dedyapa lu gak berani ya kabar tu donny tanuas dllselalu masuk kamar orang
"halah,si haikal pick data that suit his opinion di podcast lu tapi lu diam aja karena his opinion also suit you too kah?and then when its not suit ur opinion u get mad and become hypocrite?",halahsi haikal pick data that suit his opinion di podcast lu tapi lu diam aja karena his opinion also suit you too kahand then when its not suit ur opinion u get mad and become hypocrite,halahsi haikal pick data that suit his opinion di podcast lu tapi lu diam aja karena his opinion also suit you too kahand then when its not suit ur opinion u get mad and become hypocrite,"['halahsi', 'haikal', 'pick', 'data', 'that', 'suit', 'his', 'opinion', 'di', 'podcast', 'lu', 'tapi', 'lu', 'diam', 'aja', 'karena', 'his', 'opinion', 'also', 'suit', 'you', 'too', 'kahand', 'then', 'when', 'its', 'not', 'suit', 'ur', 'opinion', 'u', 'get', 'mad', 'and', 'become', 'hypocrite']","['halahsi', 'haikal', 'pick', 'data', 'that', 'suit', 'his', 'opinion', 'podcast', 'lu', 'lu', 'diam', 'aja', 'his', 'opinion', 'also', 'suit', 'you', 'too', 'kahand', 'then', 'when', 'its', 'not', 'suit', 'ur', 'opinion', 'u', 'get', 'mad', 'and', 'become', 'hypocrite']",halahsi haikal pick data that suit his opinion podcast lu lu diam aja his opinion also suit you too kahand then when its not suit ur opinion u get mad and become hypocrite
"21,6jt😮😮😮😮🤟🤟🤟🥶🥶🥶",jt,jt,['jt'],['jt'],jt
kalo ustad kainama dgn yg lain kenapa tidak protes??,kalo ustad kainama dgn yg lain kenapa tidak protes,kalo ustad kainama dgn yg lain kenapa tidak protes,"['kalo', 'ustad', 'kainama', 'dgn', 'yg', 'lain', 'kenapa', 'tidak', 'protes']","['kalo', 'ustad', 'kainama', 'dgn', 'yg', 'protes']",kalo ustad kainama dgn yg protes
"Urusin aja rumah sendiri, yang mungkin amburadul. Jangan ngurusin rumah orang. Yang mungkin dia nyaman",Urusin aja rumah sendiri yang mungkin amburadul Jangan ngurusin rumah orang Yang mungkin dia nyaman,urusin aja rumah sendiri yang mungkin amburadul jangan ngurusin rumah orang yang mungkin dia nyaman,"['urusin', 'aja', 'rumah', 'sendiri', 'yang', 'mungkin', 'amburadul', 'jangan', 'ngurusin', 'rumah', 'orang', 'yang', 'mungkin', 'dia', 'nyaman']","['urusin', 'aja', 'rumah', 'amburadul', 'ngurusin', 'rumah', 'orang', 'nyaman']",urusin aja rumah amburadul ngurusin rumah orang nyaman
"KAU ITU YANG SAKIT BOTAK, GAK TAU APA² BLAGU PAHAM",KAU ITU YANG SAKIT BOTAK GAK TAU APA BLAGU PAHAM,kau itu yang sakit botak gak tau apa blagu paham,"['kau', 'itu', 'yang', 'sakit', 'botak', 'gak', 'tau', 'apa', 'blagu', 'paham']","['kau', 'sakit', 'botak', 'gak', 'tau', 'blagu', 'paham']",kau sakit botak gak tau blagu paham
"Saya ikut berpartisipasi membantu palestina walawpun gak seberapa, tapi bukan dari pajak",Saya ikut berpartisipasi membantu palestina walawpun gak seberapa tapi bukan dari pajak,saya ikut berpartisipasi membantu palestina walawpun gak seberapa tapi bukan dari pajak,"['saya', 'ikut', 'berpartisipasi', 'membantu', 'palestina', 'walawpun', 'gak', 'seberapa', 'tapi', 'bukan', 'dari', 'pajak']","['berpartisipasi', 'membantu', 'palestina', 'walawpun', 'gak', 'pajak']",berpartisipasi membantu palestina walawpun gak pajak
"Yah namanya orang gak jelas,rupanya gak jelas, OTAKNYANYA juga jadi gak jelas",Yah namanya orang gak jelasrupanya gak jelas OTAKNYANYA juga jadi gak jelas,yah namanya orang gak jelasrupanya gak jelas otaknyanya juga jadi gak jelas,"['yah', 'namanya', 'orang', 'gak', 'jelasrupanya', 'gak', 'jelas', 'otaknyanya', 'juga', 'jadi', 'gak', 'jelas']","['yah', 'namanya', 'orang', 'gak', 'jelasrupanya', 'gak', 'otaknyanya', 'gak']",yah namanya orang gak jelasrupanya gak otaknyanya gak
SAYA PRO ISRAEL,SAYA PRO ISRAEL,saya pro israel,"['saya', 'pro', 'israel']","['pro', 'israel']",pro israel
Mantap amat😂😂 sekolahkan English celup tu🤣🤣<br>Di mana sifat kemanusiaan perempuan bacot..<br>Untuk kamu indah hidup ini kena ada 3 hal<br>1.skill<br>2.knowledge <br>3.attitude,Mantap amat sekolahkan English celup tubrDi mana sifat kemanusiaan perempuan bacotbrUntuk kamu indah hidup ini kena ada  halbrskillbrknowledge brattitude,mantap amat sekolahkan english celup tubrdi mana sifat kemanusiaan perempuan bacotbruntuk kamu indah hidup ini kena ada  halbrskillbrknowledge brattitude,"['mantap', 'amat', 'sekolahkan', 'english', 'celup', 'tubrdi', 'mana', 'sifat', 'kemanusiaan', 'perempuan', 'bacotbruntuk', 'kamu', 'indah', 'hidup', 'ini', 'kena', 'ada', 'halbrskillbrknowledge', 'brattitude']","['mantap', 'sekolahkan', 'english', 'celup', 'tubrdi', 'sifat', 'kemanusiaan', 'perempuan', 'bacotbruntuk', 'indah', 'hidup', 'kena', 'halbrskillbrknowledge', 'brattitude']",mantap sekolahkan english celup tubrdi sifat kemanusiaan perempuan bacotbruntuk indah hidup kena halbrskillbrknowledge brattitude
Hak Bangsa Papua juga punya hak om Dedy...😂😂😂,Hak Bangsa Papua juga punya hak om Dedy,hak bangsa papua juga punya hak om dedy,"['hak', 'bangsa', 'papua', 'juga', 'punya', 'hak', 'om', 'dedy']","['hak', 'bangsa', 'papua', 'hak', 'om', 'dedy']",hak bangsa papua hak om dedy
DEdy C Kau mualaf yang ga ngerti iman mu mau kemana,DEdy C Kau mualaf yang ga ngerti iman mu mau kemana,dedy c kau mualaf yang ga ngerti iman mu mau kemana,"['dedy', 'c', 'kau', 'mualaf', 'yang', 'ga', 'ngerti', 'iman', 'mu', 'mau', 'kemana']","['dedy', 'c', 'kau', 'mualaf', 'ga', 'ngerti', 'iman', 'mu', 'kemana']",dedy c kau mualaf ga ngerti iman mu kemana
"Makasih banget om udh bandingin ini suara elia sama monyet , tapi kalo seandainya  monyet bisa ngomong kayak manusia normal , mungkin dia juga bakalan gk sudi di samain sama suara elia 😂😂😂<br>Mungkin si monyetpun bakalan pake penutup muka saat dia klarifikasi soal dia di bandingin sama elia , karna simonyet merasa lebih mulia dari pada si elia karna gk bahas² masalah agama 😊",Makasih banget om udh bandingin ini suara elia sama monyet  tapi kalo seandainya  monyet bisa ngomong kayak manusia normal  mungkin dia juga bakalan gk sudi di samain sama suara elia brMungkin si monyetpun bakalan pake penutup muka saat dia klarifikasi soal dia di bandingin sama elia  karna simonyet merasa lebih mulia dari pada si elia karna gk bahas masalah agama ,makasih banget om udh bandingin ini suara elia sama monyet  tapi kalo seandainya  monyet bisa ngomong kayak manusia normal  mungkin dia juga bakalan gk sudi di samain sama suara elia brmungkin si monyetpun bakalan pake penutup muka saat dia klarifikasi soal dia di bandingin sama elia  karna simonyet merasa lebih mulia dari pada si elia karna gk bahas masalah agama ,"['makasih', 'banget', 'om', 'udh', 'bandingin', 'ini', 'suara', 'elia', 'sama', 'monyet', 'tapi', 'kalo', 'seandainya', 'monyet', 'bisa', 'ngomong', 'kayak', 'manusia', 'normal', 'mungkin', 'dia', 'juga', 'bakalan', 'gk', 'sudi', 'di', 'samain', 'sama', 'suara', 'elia', 'brmungkin', 'si', 'monyetpun', 'bakalan', 'pake', 'penutup', 'muka', 'saat', 'dia', 'klarifikasi', 'soal', 'dia', 'di', 'bandingin', 'sama', 'elia', 'karna', 'simonyet', 'merasa', 'lebih', 'mulia', 'dari', 'pada', 'si', 'elia', 'karna', 'gk', 'bahas', 'masalah', 'agama']","['makasih', 'banget', 'om', 'udh', 'bandingin', 'suara', 'elia', 'monyet', 'kalo', 'seandainya', 'monyet', 'ngomong', 'kayak', 'manusia', 'normal', 'gk', 'sudi', 'samain', 'suara', 'elia', 'brmungkin', 'si', 'monyetpun', 'pake', 'penutup', 'muka', 'klarifikasi', 'bandingin', 'elia', 'karna', 'simonyet', 'mulia', 'si', 'elia', 'karna', 'gk', 'bahas', 'agama']",makasih banget om udh bandingin suara elia monyet kalo seandainya monyet ngomong kayak manusia normal gk sudi samain suara elia brmungkin si monyetpun pake penutup muka klarifikasi bandingin elia karna simonyet mulia si elia karna gk bahas agama
Mampus lu Indah G.<br>Langsung di ulti sma om Dedy.,Mampus lu Indah GbrLangsung di ulti sma om Dedy,mampus lu indah gbrlangsung di ulti sma om dedy,"['mampus', 'lu', 'indah', 'gbrlangsung', 'di', 'ulti', 'sma', 'om', 'dedy']","['mampus', 'lu', 'indah', 'gbrlangsung', 'ulti', 'sma', 'om', 'dedy']",mampus lu indah gbrlangsung ulti sma om dedy
"memang mereka2 itu AKTOR2 pembuat khancuran d,negeri ini,, pembuat kacau negeri ini pdhal gk punya kontribusi t,hadap kmerdekaan d,negeri ini,, ,",memang mereka itu AKTOR pembuat khancuran dnegeri ini pembuat kacau negeri ini pdhal gk punya kontribusi thadap kmerdekaan dnegeri ini ,memang mereka itu aktor pembuat khancuran dnegeri ini pembuat kacau negeri ini pdhal gk punya kontribusi thadap kmerdekaan dnegeri ini ,"['memang', 'mereka', 'itu', 'aktor', 'pembuat', 'khancuran', 'dnegeri', 'ini', 'pembuat', 'kacau', 'negeri', 'ini', 'pdhal', 'gk', 'punya', 'kontribusi', 'thadap', 'kmerdekaan', 'dnegeri', 'ini']","['aktor', 'pembuat', 'khancuran', 'dnegeri', 'pembuat', 'kacau', 'negeri', 'pdhal', 'gk', 'kontribusi', 'thadap', 'kmerdekaan', 'dnegeri']",aktor pembuat khancuran dnegeri pembuat kacau negeri pdhal gk kontribusi thadap kmerdekaan dnegeri
Kirim aja ia di papua biar dia di sate di sana sm org papua,Kirim aja ia di papua biar dia di sate di sana sm org papua,kirim aja ia di papua biar dia di sate di sana sm org papua,"['kirim', 'aja', 'ia', 'di', 'papua', 'biar', 'dia', 'di', 'sate', 'di', 'sana', 'sm', 'org', 'papua']","['kirim', 'aja', 'papua', 'biar', 'sate', 'sm', 'org', 'papua']",kirim aja papua biar sate sm org papua
om Dedy memang cerdas. Masih mau mengingatkan orang dungu agar mengerti suatu masalah. Sehat selalu om Dedy,om Dedy memang cerdas Masih mau mengingatkan orang dungu agar mengerti suatu masalah Sehat selalu om Dedy,om dedy memang cerdas masih mau mengingatkan orang dungu agar mengerti suatu masalah sehat selalu om dedy,"['om', 'dedy', 'memang', 'cerdas', 'masih', 'mau', 'mengingatkan', 'orang', 'dungu', 'agar', 'mengerti', 'suatu', 'masalah', 'sehat', 'selalu', 'om', 'dedy']","['om', 'dedy', 'cerdas', 'orang', 'dungu', 'mengerti', 'sehat', 'om', 'dedy']",om dedy cerdas orang dungu mengerti sehat om dedy
